label,Ort,Gemeindeschluessel,Gemeinde,Bundesland,Landkreis
Simbach,Simbach,09279135,Simbach,Bayern,Dingolfing-Landau
Simmerath,Simmerath,05334028,Simmerath,Nordrhein-Westfalen,Städteregion Aachen
"Simmern (Rhein-Hunsrück-Kreis, Rheinland-Pfalz) [07140127]",Simmern,07140127,Riesweiler,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
"Simmern (Rhein-Hunsrück-Kreis, Rheinland-Pfalz) [07140144]",Simmern,07140144,Simmern/Hunsrück,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
Simmersfeld,Simmersfeld,08235006,Altensteig,Baden-Württemberg,Calw
Simmershofen,Simmershofen,09575163,Simmershofen,Bayern,Neustadt a.d. Aisch-Bad Windsheim
Simonsberg,Simonsberg,01054120,Simonsberg,Schleswig-Holstein,Nordfriesland
Simonswald,Simonswald,08316042,Simonswald,Baden-Württemberg,Emmendingen
Sinntal,Sinntal,06435027,Sinntal,Hessen,Main-Kinzig-Kreis
Sinsheim,Sinsheim,08226085,Sinsheim,Baden-Württemberg,Rhein-Neckar-Kreis
Sippersfeld,Sippersfeld,07333071,Sippersfeld,Rheinland-Pfalz,Donnersbergkreis
"Soest (Soest, Nordrhein-Westfalen) [05974012]",Soest,05974012,Ense,Nordrhein-Westfalen,Soest
"Soest (Soest, Nordrhein-Westfalen) [05974040]",Soest,05974040,Soest,Nordrhein-Westfalen,Soest
Sohland,Sohland,14626450,Reichenbach/O.L.,Sachsen,Görlitz
Sohren,Sohren,07140145,Sohren,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
Sollerup,Sollerup,01059162,Sollerup,Schleswig-Holstein,Schleswig-Flensburg
Sollwitt,Sollwitt,01054123,Sollwitt,Schleswig-Holstein,Nordfriesland
Soltau,Soltau,03358016,Munster,Niedersachsen,Heidekreis
"Soltendieck (Uelzen, Niedersachsen) [03360005]",Soltendieck,03360005,Bad Bodenteich,Niedersachsen,Uelzen
"Soltendieck (Uelzen, Niedersachsen) [03360020]",Soltendieck,03360020,Soltendieck,Niedersachsen,Uelzen
Sommerhausen,Sommerhausen,09679187,Sommerhausen,Bayern,Würzburg
"Sommerland (Steinburg, Schleswig-Holstein) [01061026]",Sommerland,01061026,Elskop,Schleswig-Holstein,Steinburg
"Sommerland (Steinburg, Schleswig-Holstein) [01061044]",Sommerland,01061044,Horst (Holstein),Schleswig-Holstein,Steinburg
"Sommerland (Steinburg, Schleswig-Holstein) [01061101]",Sommerland,01061101,Sommerland,Schleswig-Holstein,Steinburg
Sommersdorf,Sommersdorf,15083275,Harbke,Sachsen-Anhalt,Börde
Sonderhofen,Sonderhofen,09679188,Sonderhofen,Bayern,Würzburg
"Sondershausen (Kyffhäuserkreis, Thüringen) [16065032]",Sondershausen,16065032,Helbedündorf,Thüringen,Kyffhäuserkreis
"Sondershausen (Kyffhäuserkreis, Thüringen) [16065067]",Sondershausen,16065067,Sondershausen,Thüringen,Kyffhäuserkreis
Sonneborn,Sonneborn,16067063,Sonneborn,Thüringen,Gotha
Sonnefeld,Sonnefeld,09473166,Sonnefeld,Bayern,Coburg
Sonnenbühl,Sonnenbühl,08415091,Sonnenbühl,Baden-Württemberg,Reutlingen
Sonnewalde,Sonnewalde,12062469,Sonnewalde,Brandenburg,Elbe-Elster
Sonsbeck,Sonsbeck,05154056,Uedem,Nordrhein-Westfalen,Kleve
Sontheim,Sontheim,08135031,Sontheim an der Brenz,Baden-Württemberg,Heidenheim
Sontra,Sontra,06636011,Sontra,Hessen,Werra-Meißner-Kreis
Sottrum,Sottrum,03357045,Sottrum,Niedersachsen,Rotenburg (Wümme)
Spahnharrenstätte,Spahnharrenstätte,03454048,Spahnharrenstätte,Niedersachsen,Emsland
Spangenberg,Spangenberg,06634024,Spangenberg,Hessen,Schwalm-Eder-Kreis
Spantekow,Spantekow,13075127,Spantekow,Mecklenburg-Vorpommern,Vorpommern-Greifswald
Speichersdorf,Speichersdorf,09472190,Speichersdorf,Bayern,Bayreuth
Spesenroth,Spesenroth,07140147,Spesenroth,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
Spiekeroog,Spiekeroog,03462014,Spiekeroog,Niedersachsen,Wittmund
Spiesheim,Spiesheim,07331061,Spiesheim,Rheinland-Pfalz,Alzey-Worms
Sprakebüll,Sprakebüll,01054124,Sprakebüll,Schleswig-Holstein,Nordfriesland
Sprakensehl,Sprakensehl,03151028,Sprakensehl,Niedersachsen,Gifhorn
Spreenhagen,Spreenhagen,12067469,Spreenhagen,Brandenburg,Oder-Spree
Spreetal,Spreetal,14625570,Spreetal,Sachsen,Bautzen
"Spremberg (Spree-Neiße, Brandenburg) [12071301]",Spremberg,12071301,Neuhausen/Spree,Brandenburg,Spree-Neiße
"Spremberg (Spree-Neiße, Brandenburg) [12071372]",Spremberg,12071372,Spremberg,Brandenburg,Spree-Neiße
"Springe (Region Hannover, Niedersachsen) [03241014]",Springe,03241014,Ronnenberg,Niedersachsen,Region Hannover
"Springe (Region Hannover, Niedersachsen) [03241017]",Springe,03241017,Springe,Niedersachsen,Region Hannover
Sprockhövel,Sprockhövel,05954028,Sprockhövel,Nordrhein-Westfalen,Ennepe-Ruhr-Kreis
Sprötau,Sprötau,16068052,Sprötau,Thüringen,Sömmerda
St. Alban,St. Alban,07333066,Sankt Alban,Rheinland-Pfalz,Donnersbergkreis
St. Bernhard,St. Bernhard,16069047,St. Bernhard,Thüringen,Hildburghausen
St. Egidien,St. Egidien,14524280,St. Egidien,Sachsen,Zwickau
St. Georgen,St. Georgen,08325053,Schramberg,Baden-Württemberg,Rottweil
St. Michaelisdonn,St. Michaelisdonn,01051097,Sankt Michaelisdonn,Schleswig-Holstein,Dithmarschen
"St. Peter (Breisgau-Hochschwarzwald, Baden-Württemberg) [08315020]",St. Peter,08315020,Buchenbach,Baden-Württemberg,Breisgau-Hochschwarzwald
"St. Peter (Breisgau-Hochschwarzwald, Baden-Württemberg) [08315095]",St. Peter,08315095,St. Peter,Baden-Württemberg,Breisgau-Hochschwarzwald
"St. Wendel (St. Wendel, Saarland) [10046111]",St. Wendel,10046111,Freisen,Saarland,St. Wendel
"St. Wendel (St. Wendel, Saarland) [10046117]",St. Wendel,10046117,St. Wendel,Saarland,St. Wendel
Stade,Stade,03359038,Stade,Niedersachsen,Stade
Stadelhofen,Stadelhofen,09471189,Stadelhofen,Bayern,Bamberg
Stadland,Stadland,03461009,Stadland,Niedersachsen,Wesermarsch
"Stadtallendorf (Marburg-Biedenkopf, Hessen) [06534016]",Stadtallendorf,06534016,Neustadt (Hessen),Hessen,Marburg-Biedenkopf
"Stadtallendorf (Marburg-Biedenkopf, Hessen) [06534018]",Stadtallendorf,06534018,Stadtallendorf,Hessen,Marburg-Biedenkopf
Stadthagen,Stadthagen,03257035,Stadthagen,Niedersachsen,Schaumburg
Stadtkyll,Stadtkyll,07233035,Jünkerath,Rheinland-Pfalz,Vulkaneifel
Stadtlohn,Stadtlohn,05554056,Stadtlohn,Nordrhein-Westfalen,Borken
Stadtoldendorf,Stadtoldendorf,03255034,Stadtoldendorf,Niedersachsen,Holzminden
Stadtsteinach,Stadtsteinach,09477156,Stadtsteinach,Bayern,Kulmbach
Stadum,Stadum,01054125,Stadum,Schleswig-Holstein,Nordfriesland
"Stahnsdorf (Potsdam-Mittelmark, Brandenburg) [12069304]",Stahnsdorf,12069304,Kleinmachnow,Brandenburg,Potsdam-Mittelmark
"Stahnsdorf (Potsdam-Mittelmark, Brandenburg) [12069604]",Stahnsdorf,12069604,Stahnsdorf,Brandenburg,Potsdam-Mittelmark
Stakendorf,Stakendorf,01057078,Stakendorf,Schleswig-Holstein,Plön
Stammbach,Stammbach,09475175,Stammbach,Bayern,Hof
Starkenberg,Starkenberg,16077044,Starkenberg,Thüringen,Altenburger Land
Staufenberg,Staufenberg,06531017,Staufenberg,Hessen,Gießen
Stavenhagen,Stavenhagen,13071142,Stavenhagen,Mecklenburg-Vorpommern,Mecklenburgische Seenplatte
Stavern,Stavern,03454024,Klein Berßen,Niedersachsen,Emsland
"Staßfurt (Salzlandkreis, Sachsen-Anhalt) [15089165]",Staßfurt,15089165,Güsten,Sachsen-Anhalt,Salzlandkreis
"Staßfurt (Salzlandkreis, Sachsen-Anhalt) [15089175]",Staßfurt,15089175,Hecklingen,Sachsen-Anhalt,Salzlandkreis
"Staßfurt (Salzlandkreis, Sachsen-Anhalt) [15089310]",Staßfurt,15089310,Staßfurt,Sachsen-Anhalt,Salzlandkreis
"Stedesand (Nordfriesland, Schleswig-Holstein) [01054109]",Stedesand,01054109,Risum-Lindholm,Schleswig-Holstein,Nordfriesland
"Stedesand (Nordfriesland, Schleswig-Holstein) [01054126]",Stedesand,01054126,Stedesand,Schleswig-Holstein,Nordfriesland
Stedesdorf,Stedesdorf,03462015,Stedesdorf,Niedersachsen,Wittmund
"Steenfeld (Rendsburg-Eckernförde, Schleswig-Holstein) [01058013]",Steenfeld,01058013,Beldorf,Schleswig-Holstein,Rendsburg-Eckernförde
"Steenfeld (Rendsburg-Eckernförde, Schleswig-Holstein) [01058156]",Steenfeld,01058156,Steenfeld,Schleswig-Holstein,Rendsburg-Eckernförde
Steffenberg,Steffenberg,06534019,Steffenberg,Hessen,Marburg-Biedenkopf
Stegelitz,Stegelitz,15086140,Möckern,Sachsen-Anhalt,Jerichower Land
Stegen,Stegen,08315109,Stegen,Baden-Württemberg,Breisgau-Hochschwarzwald
Steigra,Steigra,15088355,Steigra,Sachsen-Anhalt,Saalekreis
Steimbke,Steimbke,03256029,Steimbke,Niedersachsen,Nienburg (Weser)
Stein-Neukirch,Stein-Neukirch,07143295,Stein-Neukirch,Rheinland-Pfalz,Westerwaldkreis
Steinach,Steinach,08317129,Steinach,Baden-Württemberg,Ortenaukreis
"Steinau (Main-Kinzig-Kreis, Hessen) [06435025]",Steinau,06435025,Schlüchtern,Hessen,Main-Kinzig-Kreis
"Steinau (Main-Kinzig-Kreis, Hessen) [06435028]",Steinau,06435028,Steinau an der Straße,Hessen,Main-Kinzig-Kreis
"Steinbach (Kronach, Bayern) [09476152]",Steinbach,09476152,Ludwigsstadt,Bayern,Kronach
"Steinbach (Kronach, Bayern) [09476175]",Steinbach,09476175,Steinbach a. Wald,Bayern,Kronach
"Steinbach (Rhein-Hunsrück-Kreis, Rheinland-Pfalz)",Steinbach,07140148,Steinbach,Rheinland-Pfalz,Rhein-Hunsrück-Kreis
"Steinberg (Schleswig-Flensburg, Schleswig-Holstein)",Steinberg,01059164,Steinberg,Schleswig-Holstein,Schleswig-Flensburg
"Steinberg (Vogtlandkreis, Sachsen)",Steinberg,14523380,Steinberg,Sachsen,Vogtlandkreis
Steinbergkirche,Steinbergkirche,01059186,Steinbergkirche,Schleswig-Holstein,Schleswig-Flensburg
Steinborn,Steinborn,07232313,Steinborn,Rheinland-Pfalz,Eifelkreis Bitburg-Prüm
Steinburg,Steinburg,01062091,Steinburg,Schleswig-Holstein,Stormarn
Steinen,Steinen,08336084,Steinen,Baden-Württemberg,Lörrach
"Steinfeld (Main-Spessart, Bayern)",Steinfeld,09677186,Steinfeld,Bayern,Main-Spessart
"Steinfeld (Schleswig-Flensburg, Schleswig-Holstein)",Steinfeld,01059080,Steinfeld,Schleswig-Holstein,Schleswig-Flensburg
"Steinfeld (Vechta, Niedersachsen) [03460005]",Steinfeld,03460005,Holdorf,Niedersachsen,Vechta
"Steinfeld (Vechta, Niedersachsen) [03460008]",Steinfeld,03460008,Steinfeld (Oldenburg),Niedersachsen,Vechta
"Steinfurt (Steinfurt, Nordrhein-Westfalen) [05566064]",Steinfurt,05566064,Nordwalde,Nordrhein-Westfalen,Steinfurt
"Steinfurt (Steinfurt, Nordrhein-Westfalen) [05566084]",Steinfurt,05566084,Steinfurt,Nordrhein-Westfalen,Steinfurt
"Steinheim (Heidenheim, Baden-Württemberg) [08135015]",Steinheim,08135015,Gerstetten,Baden-Württemberg,Heidenheim
"Steinheim (Heidenheim, Baden-Württemberg) [08135032]",Steinheim,08135032,Steinheim am Albuch,Baden-Württemberg,Heidenheim
"Steinheim (Höxter, Nordrhein-Westfalen)",Steinheim,05762004,Bad Driburg,Nordrhein-Westfalen,Höxter
Steinhorst,Steinhorst,03151029,Steinhorst,Niedersachsen,Gifhorn
"Steinhöfel (Oder-Spree, Brandenburg) [12067144]",Steinhöfel,12067144,Fürstenwalde/Spree,Brandenburg,Oder-Spree
"Steinhöfel (Oder-Spree, Brandenburg) [12067473]",Steinhöfel,12067473,Steinhöfel,Brandenburg,Oder-Spree
Steinhöring,Steinhöring,09175137,Steinhöring,Bayern,Ebersberg
Steinkirchen,Steinkirchen,09177138,Steinkirchen,Bayern,Erding
Steinreich,Steinreich,12061471,Steinreich,Brandenburg,Dahme-Spreewald
Steinsfeld,Steinsfeld,09571205,Steinsfeld,Bayern,Ansbach
Steinwiesen,Steinwiesen,09476177,Steinwiesen,Bayern,Kronach
Stelle-Wittenwurth,Stelle-Wittenwurth,01051107,Stelle-Wittenwurth,Schleswig-Holstein,Dithmarschen
"Stemwede (Diepholz, Niedersachsen)",Stemwede,03251036,Stemshorn,Niedersachsen,Diepholz
"Stemwede (Minden-Lübbecke, Nordrhein-Westfalen) [05770040]",Stemwede,05770040,Rahden,Nordrhein-Westfalen,Minden-Lübbecke
"Stemwede (Minden-Lübbecke, Nordrhein-Westfalen) [05770044]",Stemwede,05770044,Stemwede,Nordrhein-Westfalen,Minden-Lübbecke
Stendal,Stendal,15090535,Stendal,Sachsen-Anhalt,Stendal
Stepenitztal,Stepenitztal,13074093,Stepenitztal,Mecklenburg-Vorpommern,Nordwestmecklenburg
Sterup,Sterup,01059167,Sterup,Schleswig-Holstein,Schleswig-Flensburg
"Stetten (Donnersbergkreis, Rheinland-Pfalz)",Stetten,07333076,Stetten,Rheinland-Pfalz,Donnersbergkreis
"Stetten (Unterallgäu, Bayern)",Stetten,09778199,Stetten,Bayern,Unterallgäu
Steyerberg,Steyerberg,03256030,Steyerberg,Niedersachsen,Nienburg (Weser)
Stimpfach,Stimpfach,08127103,Frankenhardt,Baden-Württemberg,Schwäbisch Hall
Stinstedt,Stinstedt,03352052,Stinstedt,Niedersachsen,Cuxhaven
Stockelsdorf,Stockelsdorf,01055040,Stockelsdorf,Schleswig-Holstein,Ostholstein
Stoetze,Stoetze,03360022,Stoetze,Niedersachsen,Uelzen
Stofferstorf,Stofferstorf,13074022,Gägelow,Mecklenburg-Vorpommern,Nordwestmecklenburg
"Stolberg (Städteregion Aachen, Nordrhein-Westfalen) [05334012]",Stolberg,05334012,Eschweiler,Nordrhein-Westfalen,Städteregion Aachen
"Stolberg (Städteregion Aachen, Nordrhein-Westfalen) [05334032]",Stolberg,05334032,Stolberg (Rhld.),Nordrhein-Westfalen,Städteregion Aachen
Stolk,Stolk,01059081,Stolk,Schleswig-Holstein,Schleswig-Flensburg
Stollberg,Stollberg,14521590,Stollberg/Erzgeb.,Sachsen,Erzgebirgskreis
Stolpe,Stolpe,13075128,Stolpe an der Peene,Mecklenburg-Vorpommern,Vorpommern-Greifswald
Stolpen,Stolpen,14628380,Stolpen,Sachsen,Sächsische Schweiz-Osterzgebirge
Stoltebüll,Stoltebüll,01059067,Oersberg,Schleswig-Holstein,Schleswig-Flensburg
"Stolzenau (Nienburg (Weser), Niedersachsen) [03256018]",Stolzenau,03256018,Leese,Niedersachsen,Nienburg (Weser)
"Stolzenau (Nienburg (Weser), Niedersachsen) [03256032]",Stolzenau,03256032,Stolzenau,Niedersachsen,Nienburg (Weser)
Straelen,Straelen,05154052,Straelen,Nordrhein-Westfalen,Kleve
Straguth,Straguth,15082430,Zerbst/Anhalt,Sachsen-Anhalt,Anhalt-Bitterfeld
"Stralsund (Vorpommern-Rügen, Mecklenburg-Vorpommern) [13073046]",Stralsund,13073046,Kramerhof,Mecklenburg-Vorpommern,Vorpommern-Rügen
"Stralsund (Vorpommern-Rügen, Mecklenburg-Vorpommern) [13073088]",Stralsund,13073088,Stralsund,Mecklenburg-Vorpommern,Vorpommern-Rügen
Strasburg,Strasburg,12073579,Uckerland,Brandenburg,Uckermark
Straubenhardt,Straubenhardt,08235033,Bad Herrenalb,Baden-Württemberg,Calw
Straußfurt,Straußfurt,16068053,Straußfurt,Thüringen,Sömmerda
Streumen,Streumen,14627340,Wülknitz,Sachsen,Meißen
Striegistal,Striegistal,14522230,Hainichen,Sachsen,Mittelsachsen
Struckum,Struckum,01054006,Almdorf,Schleswig-Holstein,Nordfriesland
Struvenhütten,Struvenhütten,01060082,Struvenhütten,Schleswig-Holstein,Segeberg
"Struxdorf (Schleswig-Flensburg, Schleswig-Holstein) [01059076]",Struxdorf,01059076,Schnarup-Thumby,Schleswig-Holstein,Schleswig-Flensburg
"Struxdorf (Schleswig-Flensburg, Schleswig-Holstein) [01059082]",Struxdorf,01059082,Struxdorf,Schleswig-Holstein,Schleswig-Flensburg
Strübbel,Strübbel,01051108,Strübbel,Schleswig-Holstein,Dithmarschen
"Stuhr (Diepholz, Niedersachsen) [03251007]",Stuhr,03251007,Bassum,Niedersachsen,Diepholz
"Stuhr (Diepholz, Niedersachsen) [03251037]",Stuhr,03251037,Stuhr,Niedersachsen,Diepholz
Stuttgart,Stuttgart,08111000,Stuttgart,Baden-Württemberg,Stuttgart
Stäbelow,Stäbelow,13072098,Stäbelow,Mecklenburg-Vorpommern,Rostock
Stödtlen,Stödtlen,08136068,Stödtlen,Baden-Württemberg,Ostalbkreis
Stördorf,Stördorf,01061102,Stördorf,Schleswig-Holstein,Steinburg
Störkathen,Störkathen,01061103,Störkathen,Schleswig-Holstein,Steinburg
Stößen,Stößen,15084470,Stößen,Sachsen-Anhalt,Burgenlandkreis
Stüdenitz-Schönermark,Stüdenitz-Schönermark,12068417,Stüdenitz-Schönermark,Brandenburg,Ostprignitz-Ruppin
Suckow,Suckow,13076132,Suckow,Mecklenburg-Vorpommern,Ludwigslust-Parchim
Suderburg,Suderburg,03360023,Suderburg,Niedersachsen,Uelzen
Sudwalde,Sudwalde,03251038,Sudwalde,Niedersachsen,Diepholz
Suhlendorf,Suhlendorf,03360024,Suhlendorf,Niedersachsen,Uelzen
"Sulingen (Diepholz, Niedersachsen) [03251031]",Sulingen,03251031,Scholen,Niedersachsen,Diepholz
"Sulingen (Diepholz, Niedersachsen) [03251040]",Sulingen,03251040,Sulingen,Niedersachsen,Diepholz
"Sulz (Rottweil, Baden-Württemberg) [08325012]",Sulz,08325012,Dornhan,Baden-Württemberg,Rottweil
"Sulz (Rottweil, Baden-Württemberg) [08325057]",Sulz,08325057,Sulz am Neckar,Baden-Württemberg,Rottweil
Sulzbach-Laufen,Sulzbach-Laufen,08127079,Sulzbach-Laufen,Baden-Württemberg,Schwäbisch Hall
Sulzburg,Sulzburg,08315111,Sulzburg,Baden-Württemberg,Breisgau-Hochschwarzwald
Sulzfeld,Sulzfeld,09673173,Sulzfeld,Bayern,Rhön-Grabfeld
Sulzthal,Sulzthal,09672155,Sulzthal,Bayern,Bad Kissingen
Sundern,Sundern,05958044,Sundern (Sauerland),Nordrhein-Westfalen,Hochsauerlandkreis
Sundhagen,Sundhagen,13073090,Sundhagen,Mecklenburg-Vorpommern,Vorpommern-Rügen
Surberg,Surberg,09189148,Surberg,Bayern,Traunstein
"Surwold (Emsland, Niedersachsen) [03454004]",Surwold,03454004,Bockhorst,Niedersachsen,Emsland
"Surwold (Emsland, Niedersachsen) [03454051]",Surwold,03454051,Surwold,Niedersachsen,Emsland
"Sustrum (Emsland, Niedersachsen) [03454039]",Sustrum,03454039,Niederlangen,Niedersachsen,Emsland
"Sustrum (Emsland, Niedersachsen) [03454052]",Sustrum,03454052,Sustrum,Niedersachsen,Emsland
Suthfeld,Suthfeld,03257006,Bad Nenndorf,Niedersachsen,Schaumburg
Swisttal,Swisttal,05382064,Swisttal,Nordrhein-Westfalen,Rhein-Sieg-Kreis
Sydower Fließ,Sydower Fließ,12060250,Sydower Fließ,Brandenburg,Barnim
Syke,Syke,03251041,Syke,Niedersachsen,Diepholz
Sögel,Sögel,03454047,Sögel,Niedersachsen,Emsland
"Söhlde (Hildesheim, Niedersachsen)",Söhlde,03254032,Söhlde,Niedersachsen,Hildesheim
"Söhlde (Peine, Niedersachsen)",Söhlde,03157009,Ilsede,Niedersachsen,Peine
Söhrewald,Söhrewald,06633024,Söhrewald,Hessen,Kassel
Söllingen,Söllingen,03154027,Söllingen,Niedersachsen,Helmstedt
Sömmerda,Sömmerda,16068051,Sömmerda,Thüringen,Sömmerda
Sönnebüll,Sönnebüll,01054121,Sönnebüll,Schleswig-Holstein,Nordfriesland
"Sörup (Schleswig-Flensburg, Schleswig-Holstein) [01059060]",Sörup,01059060,Mohrkirch,Schleswig-Holstein,Schleswig-Flensburg
"Sörup (Schleswig-Flensburg, Schleswig-Holstein) [01059103]",Sörup,01059103,Ausacker,Schleswig-Holstein,Schleswig-Flensburg
"Sörup (Schleswig-Flensburg, Schleswig-Holstein) [01059161]",Sörup,01059161,Sörup,Schleswig-Holstein,Schleswig-Flensburg
"Südbrookmerland (Aurich, Niedersachsen) [03452007]",Südbrookmerland,03452007,Großheide,Niedersachsen,Aurich
"Südbrookmerland (Aurich, Niedersachsen) [03452023]",Südbrookmerland,03452023,Südbrookmerland,Niedersachsen,Aurich
"Süderau (Steinburg, Schleswig-Holstein) [01061041]",Süderau,01061041,Hohenfelde,Schleswig-Holstein,Steinburg
"Süderau (Steinburg, Schleswig-Holstein) [01061104]",Süderau,01061104,Süderau,Schleswig-Holstein,Steinburg
"Süderbrarup (Schleswig-Flensburg, Schleswig-Holstein) [01059065]",Süderbrarup,01059065,Nottfeld,Schleswig-Holstein,Schleswig-Flensburg
"Süderbrarup (Schleswig-Flensburg, Schleswig-Holstein) [01059083]",Süderbrarup,01059083,Süderbrarup,Schleswig-Holstein,Schleswig-Flensburg
"Süderdeich (Dithmarschen, Schleswig-Holstein) [01051045]",Süderdeich,01051045,Hellschen-Heringsand-Unterschaar,Schleswig-Holstein,Dithmarschen
"Süderdeich (Dithmarschen, Schleswig-Holstein) [01051109]",Süderdeich,01051109,Süderdeich,Schleswig-Holstein,Dithmarschen
Süderdorf,Süderdorf,01051139,Süderdorf,Schleswig-Holstein,Dithmarschen
Süderfahrenstedt,Süderfahrenstedt,01059084,Süderfahrenstedt,Schleswig-Holstein,Schleswig-Flensburg
Südergellersen,Südergellersen,03355035,Südergellersen,Niedersachsen,Lüneburg
Süderhackstedt,Süderhackstedt,01059169,Süderhackstedt,Schleswig-Holstein,Schleswig-Flensburg
Süderhastedt,Süderhastedt,01051110,Süderhastedt,Schleswig-Holstein,Dithmarschen
Süderheistedt,Süderheistedt,01051141,Süderheistedt,Schleswig-Holstein,Dithmarschen
Süderholz,Süderholz,13073089,Süderholz,Mecklenburg-Vorpommern,Vorpommern-Rügen
"Süderlügum (Nordfriesland, Schleswig-Holstein) [01054055]",Süderlügum,01054055,Humptrup,Schleswig-Holstein,Nordfriesland
"Süderlügum (Nordfriesland, Schleswig-Holstein) [01054131]",Süderlügum,01054131,Süderlügum,Schleswig-Holstein,Nordfriesland
Südermarsch,Südermarsch,01054056,Husum,Schleswig-Holstein,Nordfriesland
Südharz,Südharz,15087412,Südharz,Sachsen-Anhalt,Mansfeld-Südharz
Südlohn,Südlohn,05554060,Südlohn,Nordrhein-Westfalen,Borken
Sülfeld,Sülfeld,01060085,Sülfeld,Schleswig-Holstein,Segeberg
Sülsdorf,Sülsdorf,13074076,Selmsdorf,Mecklenburg-Vorpommern,Nordwestmecklenburg
Sülstorf,Sülstorf,13076134,Sülstorf,Mecklenburg-Vorpommern,Ludwigslust-Parchim
Sülzetal,Sülzetal,15083490,Sülzetal,Sachsen-Anhalt,Börde
Sünna,Sünna,16063078,Unterbreizbach,Thüringen,Wartburgkreis
"Süsel (Ostholstein, Schleswig-Holstein) [01055012]",Süsel,01055012,Eutin,Schleswig-Holstein,Ostholstein
"Süsel (Ostholstein, Schleswig-Holstein) [01055041]",Süsel,01055041,Süsel,Schleswig-Holstein,Ostholstein
Taarstedt,Taarstedt,01059086,Taarstedt,Schleswig-Holstein,Schleswig-Flensburg
Talheim,Talheim,08125094,Talheim,Baden-Württemberg,Heilbronn
Tambach-Dietharz,Tambach-Dietharz,16067065,Tambach-Dietharz/Thür. Wald,Thüringen,Gotha
Tangerhütte,Tangerhütte,15090546,Tangerhütte,Sachsen-Anhalt,Stendal
Tangermünde,Tangermünde,15090550,Tangermünde,Sachsen-Anhalt,Stendal
Tanna,Tanna,16075132,Tanna,Thüringen,Saale-Orla-Kreis
Tantow,Tantow,12073565,Tantow,Brandenburg,Uckermark
Tarnow,Tarnow,13072104,Tarnow,Mecklenburg-Vorpommern,Rostock
Tarp,Tarp,01059171,Tarp,Schleswig-Holstein,Schleswig-Flensburg
Tasdorf,Tasdorf,01004000,Neumünster,Schleswig-Holstein,Neumünster
Tating,Tating,01054134,Tating,Schleswig-Holstein,Nordfriesland
"Tauberbischofsheim (Main-Tauber-Kreis, Baden-Württemberg) [08128045]",Tauberbischofsheim,08128045,Großrinderfeld,Baden-Württemberg,Main-Tauber-Kreis
"Tauberbischofsheim (Main-Tauber-Kreis, Baden-Württemberg) [08128115]",Tauberbischofsheim,08128115,Tauberbischofsheim,Baden-Württemberg,Main-Tauber-Kreis
"Tauche (Dahme-Spreewald, Brandenburg)",Tauche,12061450,Schwielochsee,Brandenburg,Dahme-Spreewald
"Tauche (Oder-Spree, Brandenburg)",Tauche,12067493,Tauche,Brandenburg,Oder-Spree
"Taufkirchen (Erding, Bayern)",Taufkirchen,09177139,Taufkirchen (Vils),Bayern,Erding
"Taufkirchen (München, Bayern)",Taufkirchen,09184145,Taufkirchen,Bayern,München
Taunusstein,Taunusstein,06439015,Taunusstein,Hessen,Rheingau-Taunus-Kreis
Tecklenburg,Tecklenburg,05566088,Tecklenburg,Nordrhein-Westfalen,Steinfurt
Tegau,Tegau,16075109,Tegau,Thüringen,Saale-Orla-Kreis
Teichland,Teichland,12071176,Heinersbrück,Brandenburg,Spree-Neiße
Telgte,Telgte,05570044,Telgte,Nordrhein-Westfalen,Warendorf
Tellingstedt,Tellingstedt,01051114,Tellingstedt,Schleswig-Holstein,Dithmarschen
Teltow,Teltow,12069616,Teltow,Brandenburg,Potsdam-Mittelmark
"Templin (Barnim, Brandenburg)",Templin,12060198,Schorfheide,Brandenburg,Barnim
"Templin (Oberhavel, Brandenburg)",Templin,12065356,Zehdenick,Brandenburg,Oberhavel
"Templin (Uckermark, Brandenburg)",Templin,12073572,Templin,Brandenburg,Uckermark
Tengen,Tengen,08335080,Tengen,Baden-Württemberg,Konstanz
Tensbüttel-Röst,Tensbüttel-Röst,01051138,Tensbüttel-Röst,Schleswig-Holstein,Dithmarschen
Testorf-Steinfort,Testorf-Steinfort,13074077,Testorf-Steinfort,Mecklenburg-Vorpommern,Nordwestmecklenburg
Tetenbüll,Tetenbüll,01054135,Tetenbüll,Schleswig-Holstein,Nordfriesland
"Teuchern (Burgenlandkreis, Sachsen-Anhalt) [15084013]",Teuchern,15084013,Meineweh,Sachsen-Anhalt,Burgenlandkreis
"Teuchern (Burgenlandkreis, Sachsen-Anhalt) [15084235]",Teuchern,15084235,Hohenmölsen,Sachsen-Anhalt,Burgenlandkreis
"Teuchern (Burgenlandkreis, Sachsen-Anhalt) [15084490]",Teuchern,15084490,Teuchern,Sachsen-Anhalt,Burgenlandkreis
Teutleben,Teutleben,16067088,Hörsel,Thüringen,Gotha
"Teutschenthal (Mansfeld-Südharz, Sachsen-Anhalt)",Teutschenthal,15087386,Seegebiet Mansfelder Land,Sachsen-Anhalt,Mansfeld-Südharz
