"Dim1","Dim2","Dim3","Dim4","Val"
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE737","NoFlexNoConstraints","pv",0.705038
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE80J","FlexNoConstraints","pv",3.27833788
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE80J","NoFlexNoConstraints","pv",3.29873
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE80K","FlexNoConstraints","pv",2.69146388
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE80K","NoFlexNoConstraints","pv",2.836944
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE80L","FlexNoConstraints","pv",1.61971669
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE80L","NoFlexNoConstraints","pv",1.665496
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE80M","FlexNoConstraints","pv",1.10768193
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE80M","NoFlexNoConstraints","pv",1.180864
"expansion_baseEV_basePV_baseFlex_100_2030_neu","DE80N","FlexNoConstraints","pv",2.57316537
